dhp#1,pdhp#1,,
dhp#1,gdhp#201,,
dhp#1,uv31#31.23,,
dhp#1,t213.31#vagga-gatha-num-sc31.13,,
dhp#1,t212.32#vagga-gatha-num-sc32.13,,
dhp#1,t210.9#vagga-gatha-num-sc9.1,,
dhp#1,mkv#66,,
dhp#1,ne37#10,,
dhp#1,pe2#6,,
dhp#2,pdhp#2,,
dhp#2,gdhp#202,,
dhp#2,uv31#31.24,,
dhp#2,t213.31#vagga-gatha-num-sc31.14,,
dhp#2,t212.32#vagga-gatha-num-sc32.14,,
dhp#2,t210.9#vagga-gatha-num-sc9.2,,
dhp#2,mkv#66,,
dhp#2,ne37#65,,
dhp#2,pe8#47,,
dhp#2,pe2#6,,
dhp#3,mn128#6,,
dhp#3,ja371#4,,
dhp#3,ja428#3,,
dhp#3,pi-tv-kd10#38,,
dhp#3,pdhp#5,,
dhp#3,uv14#14.9,,
dhp#3,t213.14#vagga-gatha-num-sc14.10,,
dhp#3,t212.15#vagga-gatha-num-sc15.9,,
dhp#3,?skt-mu,,Mūlasarvāstivādivinaya (Gilgit III.ii.184)
dhp#4,mn128#7,,
dhp#4,ja371#5,,
dhp#4,ja428#4,,
dhp#4,pi-tv-kd10#39,,
dhp#4,pdhp#6,,
dhp#4,uv14#14.10,,
dhp#4,?skt-mu,,Mūlasarvāstivādivinaya (Gilgit III.ii.184)
dhp#4,t213.14#vagga-gatha-num-sc14.10,,
dhp#4,t212.15#vagga-gatha-num-sc15.9,,
dhp#5,mn128#8,,
dhp#5,ja371#6,,
dhp#5,ja428#5,,
dhp#5,pi-tv-kd10#40,,
dhp#5,pdhp#253,,
dhp#5,uv14#14.11,,
dhp#5,t213.14#vagga-gatha-num-sc14.9,,
dhp#5,t212.15#vagga-gatha-num-sc15.10,,
dhp#5,t210.9#vagga-gatha-num-sc9.5,,
dhp#5,?skt-mu,,Mūlasarvāstivādivinaya (Gilgit III.ii.184)
dhp#6,mn128#9,,
dhp#6,thag4.3#verse-num-sc275,,
dhp#6,thag8.1#verse-num-sc498,,
dhp#6,pi-tv-kd10#41,,
dhp#6,ja428#6,,
dhp#6,pdhp#254,,
dhp#6,uv14#14.8,,
dhp#6,t213.14#vagga-gatha-num-sc14.7,,
dhp#6,t210.9#vagga-gatha-num-sc9.6,,
dhp#6,?skt-mu,,Mūlasarvāstivādivinaya (Gilgit III.ii.183)
dhp#7,pdhp#7,,
dhp#7,gdhp#217,,
dhp#7,uv29#29.15,,
dhp#7,t213.29#vagga-gatha-num-sc29.15,,
dhp#7,t212.30#vagga-gatha-num-sc30.16,,
dhp#7,t210.9#vagga-gatha-num-sc9.7,,
dhp#8,pdhp#8,,
dhp#8,gdhp#218,,
dhp#8,uv29#29.16,,
dhp#8,t213.29#vagga-gatha-num-sc29.16,,
dhp#8,t212.30#vagga-gatha-num-sc30.17,,
dhp#8,t210.9#vagga-gatha-num-sc9.8,,
dhp#8,pe3#25,,
dhp#9,thag17.1#verse-num-sc969,,
dhp#9,ja221#1,,
dhp#9,ja514#26,,
dhp#9,pdhp#94,,
dhp#9,gdhp#192,,
dhp#9,uv29#29.7,,
dhp#9,t213.29#vagga-gatha-num-sc29.7,,
dhp#9,t212.30#vagga-gatha-num-sc30.7,,
dhp#9,t210.9#vagga-gatha-num-sc9.9,,
dhp#10,thag17.1#verse-num-sc970,,
dhp#10,ja221#2,,
dhp#10,ja514#27,,
dhp#10,pdhp#95,,
dhp#10,gdhp#193,,
dhp#10,uv29#29.8,,
dhp#10,t213.29#vagga-gatha-num-sc29.8,,
dhp#10,t212.30#vagga-gatha-num-sc30.8,,
dhp#10,t210.9#vagga-gatha-num-sc9.10,,
dhp#11,uv29#29.3,,
dhp#11,t213.29#vagga-gatha-num-sc29.3,,
dhp#11,t212.30#vagga-gatha-num-sc30.3,,
dhp#11,t210.9#vagga-gatha-num-sc9.11,,
dhp#11,gdhp#213,,
dhp#11,uv29#29.3,,
dhp#12,pdhp#172,,
dhp#12,gdhp#214,,
dhp#12,uv29#29.4,,
dhp#12,t213.29#vagga-gatha-num-sc29.4,,
dhp#12,t212.30#vagga-gatha-num-sc30.4,,
dhp#12,t210.9#vagga-gatha-num-sc9.12,,
dhp#13,thag2.7#verse-num-sc133,,
dhp#13,pdhp#351,,
dhp#13,gdhp#219,,
dhp#13,uv31#31.11,,
dhp#13,t213.31#vagga-gatha-num-sc31.11,,
dhp#13,t212.32#vagga-gatha-num-sc32.11,,
dhp#13,t210.9#vagga-gatha-num-sc9.13,,
dhp#14,thag2.7#verse-num-sc134,,
dhp#14,pdhp#352,,
dhp#14,gdhp#220,,
dhp#14,uv31#31.17,,
dhp#14,t213.31#vagga-gatha-num-sc31.12,,
dhp#14,t212.32#vagga-gatha-num-sc32.12,,
dhp#14,t210.9#vagga-gatha-num-sc9.14,,
dhp#15,pe1#49,,
dhp#15,pdhp#3,,
dhp#15,gdhp#205,,
dhp#15,uv28#28.34,,
dhp#15,t213.28#vagga-gatha-num-sc28.31,,
dhp#15,t212.29#vagga-gatha-num-sc29.32,,
dhp#15,t210.9#vagga-gatha-num-sc9.17,,
dhp#16,pdhp#4,,
dhp#16,gdhp#206,,
dhp#16,uv28#28.35,,
dhp#16,t213.28#vagga-gatha-num-sc28.32,,
dhp#16,t212.29#vagga-gatha-num-sc29.33,,
dhp#16,t210.9#vagga-gatha-num-sc9.18,,
dhp#17,t213.28#vagga-gatha-num-sc28.33,,
dhp#17,t212.29#vagga-gatha-num-sc29.35,,
dhp#17,t210.9#vagga-gatha-num-sc9.19,,
dhp#18,t210.9#vagga-gatha-num-sc9.20,,
dhp#19,pdhp#290,,
dhp#19,gdhp#190,,
dhp#19,uv4#4.22,,
