sutta_uid,language,abstract,url,priority
sn11.25,en,English translation of SN 11.25 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta1/11-Sakka-Samyutta/03-Sakkapancakam-e.html,9
sn12.1,en,English translation of SN 12.1 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.2,en,English translation of SN 12.2 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.002.than.html,3
sn12.2,en,English translation of SN 12.2 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.3,en,English translation of SN 12.3 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.4,en,English translation of SN 12.4 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.5,en,English translation of SN 12.5 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.6,en,English translation of SN 12.6 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.7,en,English translation of SN 12.7 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.8,en,English translation of SN 12.8 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.9,en,English translation of SN 12.9 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.10,en,English translation of SN 12.10 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.010.wlsh.html,3
sn12.10,en,English translation of SN 12.10 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/01-Buddhavaggo-e.html,9
sn12.11,en,English translation of SN 12.11 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.011.nypo.html,2
sn12.11,en,English translation of SN 12.11 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.011.than.html,3
sn12.11,en,English translation of SN 12.11 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.12,en,English translation of SN 12.12 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.012.nypo.html,2
sn12.12,en,English translation of SN 12.12 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.012.than.html,3
sn12.12,en,English translation of SN 12.12 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.13,en,English translation of SN 12.13 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.14,en,English translation of SN 12.14 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.15,en,English translation of SN 12.15 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.015.wlsh.html,2
sn12.15,en,English translation of SN 12.15 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.015.than.html,3
sn12.15,en,English translation of SN 12.15 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.15,fr,French translation of SN 12.15 from La Parole du Bouddha (translated from English translation).,http://www.tipitaka.fr/tipitaka/sutta/samyutta/sn12.15.html,2
sn12.16,en,English translation of SN 12.16 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.016.wlsh.html,3
sn12.16,en,English translation of SN 12.16 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.17,en,English translation of SN 12.17 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.017x.wlsh.html,2
sn12.17,en,English translation of SN 12.17 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.017.than.html,3
sn12.17,en,English translation of SN 12.17 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.18,en,English translation of SN 12.18 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.19,en,English translation of SN 12.19 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.019.than.html,3
sn12.19,en,English translation of SN 12.19 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.20,en,English translation of SN 12.20 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.020.than.html,3
sn12.20,en,English translation of SN 12.20 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/02-Aharavaggo-e.html,9
sn12.21,en,English translation of SN 12.21 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.22,en,English translation of SN 12.22 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.022x.wlsh.html,3
sn12.22,en,English translation of SN 12.22 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.23,en,English translation of SN 12.23 from Access to Insight. Translator Bhikkhu Bodhi.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.023.bodh.html,1
sn12.23,en,English translation of SN 12.23 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.023x.wlsh.html,2
sn12.23,en,English translation of SN 12.23 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.023.than.html,3
sn12.23,en,English translation of SN 12.23 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.24,en,English translation of SN 12.24 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.25,en,English translation of SN 12.25 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.025.than.html,3
sn12.25,en,English translation of SN 12.25 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.26,en,English translation of SN 12.26 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.27,en,English translation of SN 12.27 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.28,en,English translation of SN 12.28 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.29,en,English translation of SN 12.29 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.30,en,English translation of SN 12.30 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/03-Dasabalavaggo-e.html,9
sn12.31,en,English translation of SN 12.31 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.031x.nypo.html,2
sn12.31,en,English translation of SN 12.31 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.031.than.html,3
sn12.31,en,English translation of SN 12.31 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.32,en,English translation of SN 12.32 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.33,en,English translation of SN 12.33 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.34,en,English translation of SN 12.34 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.35,en,English translation of SN 12.35 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.035.than.html,3
sn12.35,en,English translation of SN 12.35 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.36,en,English translation of SN 12.36 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.37,en,English translation of SN 12.37 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.38,en,English translation of SN 12.38 from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.038.wlsh.html,2
sn12.38,en,English translation of SN 12.38 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.038.than.html,3
sn12.38,en,English translation of SN 12.38 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.39,en,English translation of SN 12.39 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.40,en,English translation of SN 12.40 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/04-Kalarakhattiyavaggo-e.html,9
sn12.41,en,English translation of SN 12.41 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.42,en,English translation of SN 12.42 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.43,en,English translation of SN 12.43 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.44,en,English translation of SN 12.44 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.044.than.html,3
sn12.44,en,English translation of SN 12.44 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.45,en,English translation of SN 12.45 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.46,en,English translation of SN 12.46 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.046.than.html,3
sn12.46,en,English translation of SN 12.46 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.47,en,English translation of SN 12.47 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.48,en,English translation of SN 12.48 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.048.than.html,3
sn12.48,en,English translation of SN 12.48 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.49,en,English translation of SN 12.49 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.50,en,English translation of SN 12.50 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/05-Gahapativaggo-e.html,9
sn12.51,en,English translation of SN 12.51 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.52,en,English translation of SN 12.52 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.052.than.html,3
sn12.52,en,English translation of SN 12.52 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.53,en,English translation of SN 12.53 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.54,en,English translation of SN 12.54 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.55,en,English translation of SN 12.55 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.56,en,English translation of SN 12.56 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.57,en,English translation of SN 12.57 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.58,en,English translation of SN 12.58 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.59,en,English translation of SN 12.59 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.60,en,English translation of SN 12.60 (excerpt) from Access to Insight. Translator Maurice O\'Connell Walshe.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.060x.wlsh.html,3
sn12.60,en,English translation of SN 12.60 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/06-Dukkhavaggo-e.html,9
sn12.61,en,English translation of SN 12.61 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.061.than.html,3
sn12.61,en,English translation of SN 12.61 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.62,en,English translation of SN 12.62 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.63,en,English translation of SN 12.63 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.063.nypo.html,2
sn12.63,en,English translation of SN 12.63 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.063.than.html,3
sn12.63,en,English translation of SN 12.63 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.64,en,English translation of SN 12.64 from Access to Insight. Translator Nyanaponika Thera.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.064.nypo.html,2
sn12.64,en,English translation of SN 12.64 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.064.than.html,3
sn12.64,en,English translation of SN 12.64 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.65,en,English translation of SN 12.65 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.065.than.html,3
sn12.65,en,English translation of SN 12.65 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.66,en,English translation of SN 12.66 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.67,en,English translation of SN 12.67 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.067.than.html,3
sn12.67,en,English translation of SN 12.67 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.68,en,English translation of SN 12.68 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.068.than.html,3
sn12.68,en,English translation of SN 12.68 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.69,en,English translation of SN 12.69 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.70,en,English translation of SN 12.70 from Access to Insight. Translator Thanissaro Bhikkhu.,http://www.accesstoinsight.org/tipitaka/sn/sn12/sn12.070.than.html,3
sn12.70,en,English translation of SN 12.70 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/07-Mahavaggo-e.html,9
sn12.71,en,English translation of SN 12.71 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.72,en,English translation of SN 12.72 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.73,en,English translation of SN 12.73 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.74,en,English translation of SN 12.74 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.75,en,English translation of SN 12.75 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.76,en,English translation of SN 12.76 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.77,en,English translation of SN 12.77 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.78,en,English translation of SN 12.78 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.79,en,English translation of SN 12.79 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.80,en,English translation of SN 12.80 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.81,en,English translation of SN 12.81 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/08-Samanabrahmanavaggo-e.html,9
sn12.82,en,English translation of SN 12.82 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-01-Satthuvaggo-e.html,9
sn12.83,en,English translation of SN 12.83 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-02-Sikkhavaggo-e.html,9
sn12.84,en,English translation of SN 12.84 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-03-Yogavaggo-e.html,9
sn12.85,en,English translation of SN 12.85 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-04-Chandavaggo-e.html,9
sn12.86,en,English translation of SN 12.86 from Metta Net. Translator Sister Uppalavanna.,http://www.metta.lk/tipitaka/2Sutta-Pitaka/3Samyutta-Nikaya/Samyutta2/12-Abhisamaya-Samyutta/09-05-Ussolhivaggo-e.html,9
